년,월,국적지역,단기체류외국인 수
2023,09,북마케도니아,7
2023,09,불가리아,143
2023,09,브라질,1195
2023,09,브루나이,118
2023,09,사모아,7
2023,09,사우디아라비아,409
2023,09,산마리노,1
2023,09,상투메프린시페,2
2023,09,세네갈,26
2023,09,세르비아,70
2023,09,세르비아몬테네그로,1
2023,09,세이셸,1
2023,09,세인트루시아,2
2023,09,세인트빈센트그레나딘,1
2023,09,세인트크리스토퍼네비스,6
2023,09,소말리아,8
2023,09,솔로몬군도,4
2023,09,수단,31
2023,09,수리남,19
2023,09,스리랑카,2303
2023,09,스발바르,1
2023,09,스웨덴,674
2023,09,스위스,893
2023,09,스페인,1360
2023,09,슬로바크,77
2023,09,슬로베니아,88
2023,09,시리아,81
2023,09,시에라리온,16
2023,09,싱가포르,6332
2023,09,아랍에미리트연합,297
2023,09,아르메니아,20
2023,09,아르헨티나,366
2023,09,아이슬란드,18
2023,09,아이티,10
2023,09,아일랜드,315
2023,09,아제르바이잔,94
2023,09,아프가니스탄,57
2023,09,안도라,1
2023,09,알바니아,45
2023,09,알제리,73
2023,09,앙골라,16
2023,09,앤티카바부다,5
2023,09,에리트레아,4
2023,09,에스와티니,6
2023,09,에스토니아,59
2023,09,에콰도르,118
2023,09,에티오피아,91
2023,09,엘살바도르,18
2023,09,영국,3591
2023,09,영국외지민,108
2023,09,영국해외영토시민,1
2023,09,예멘공화국,47
2023,09,오만,25
2023,09,오스트레일리아,9184
2023,09,오스트리아,428
2023,09,온두라스,39
2023,09,요르단,143
2023,09,우간다,65
2023,09,우루과이,29
2023,09,우즈베키스탄,6710
2023,09,우크라이나,302
2023,09,유고슬라비아,1
2023,09,이라크,218
2023,09,이란,798
2023,09,이스라엘,935
2023,09,이집트,454
2023,09,이탈리아,1242
2023,09,인도,2856
2023,09,인도네시아,7791
2023,09,일본,18458
2023,09,자메이카,40
2023,09,자이르,7
2023,09,잠비아,20
2023,09,적도기니,2
2023,09,조지아,34
2023,09,중국,130949
2023,09,중앙아프리카공화국,4
2023,09,지부티,3
2023,09,짐바브웨,31
2023,09,체코,224
2023,09,칠레,292
2023,09,카메룬,60
2023,09,카자흐스탄,13701
2023,09,카타르,41
2023,09,캄보디아,3494
2023,09,캐나다,8435
2023,09,케냐,89
2023,09,코모로,1
2023,09,코소보,24
2023,09,코스타리카,73
2023,09,코트디부아르,73
2023,09,콜롬비아,298
2023,09,콩고,17
2023,09,콩고민주공화국,36
2023,09,쿠바,5
2023,09,쿠웨이트,88
2023,09,크로아티아,82
2023,09,키르기즈,1329
2023,09,키프로스,21
2023,09,타이,163230
2023,09,타이완,15682
2023,09,타지키스탄,996
2023,09,탄자니아,66
2023,09,토고,6
2023,09,통가,4
2023,09,투르크메니스탄,208
2023,09,튀니지,144
2023,09,튀르키예,1362
2023,09,트리니다드토바고,16
2023,09,티모르민주공화국,318
2023,09,파나마,40
2023,09,파라과이,153
2023,09,파키스탄,2559
2023,09,파푸아뉴기니,11
2023,09,팔라우,9
2023,09,팔레스타인,14
2023,09,페루,528
2023,09,포르투갈,316
2023,09,폴란드,975
2023,09,프랑스,5760
2023,09,피지,28
2023,09,핀란드,273
2023,09,필리핀,12739
2023,09,한국계중국인,13087
2023,09,헝가리,228
2023,09,홍콩,5514
2023,09,홍콩거주난민,13
2023,10,가나,352
2023,10,가봉,15
2023,10,가이아나,3
2023,10,감비아,6
2023,10,과테말라,79
2023,10,국적불명,13
2023,10,국제연합,28
2023,10,국제연합 전문기구,15
2023,10,그레나다,2
2023,10,그리스,196
2023,10,기니,10
2023,10,기니비사우,3
2023,10,나미비아,4
2023,10,나우루,3
2023,10,나이지리아,388
2023,10,남수단공화국,1
2023,10,남아프리카공화국,306
2023,10,네덜란드,1068
2023,10,네팔,2708
2023,10,노르웨이,374
2023,10,뉴질랜드,1712
2023,10,니제르,4
2023,10,니카라과,22
2023,10,덴마크,491
2023,10,도미니카공화국,69
2023,10,도미니카연방,14
2023,10,독일,4350
2023,10,라오스,1131
2023,10,라이베리아,53
2023,10,라트비아,64
2023,10,러시아(연방),15065
2023,10,레바논,27
2023,10,레소토,2
2023,10,루마니아,433
2023,10,룩셈부르크,26
2023,10,르완다,57
2023,10,리비아,212
2023,10,리투아니아,142
2023,10,리히텐슈타인,4
2023,10,마다가스카르,26
2023,10,마샬군도,21
2023,10,마카오,446
2023,10,말라위,6
2023,10,말레이시아,9822
2023,10,말리,23
2023,10,멕시코,814
2023,10,모나코,2
2023,10,모로코,246
2023,10,모리셔스,20
2023,10,모리타니,5
2023,10,모잠비크,11
2023,10,몬테네그로,4
2023,10,몰도바,40
2023,10,몰디브,9
2023,10,몰타,24
2023,10,몽골,22751
2023,10,무국적,36
2023,10,미국,96929
2023,10,미얀마,2637
2023,10,미이크로네시아,18
2023,10,바누아투,3
2023,10,바레인,27
2023,10,바베이도스,3
2023,10,바하마,2
2023,10,방글라데시,3620
2023,10,베냉,11
2023,10,베네수엘라,70
2023,10,베트남,49115
2023,10,벨기에,701
2023,10,벨라루스,67
2023,10,벨리즈,7
2023,10,보스니아-헤르체고비나,3
2023,10,보츠와나,7
2023,10,볼리비아,44
2023,10,부룬디,57
2023,10,부르키나파소,16
2023,10,부탄,17
2023,10,북마케도니아,6
2023,10,불가리아,94
2023,10,브라질,1164
2023,10,브루나이,151
2023,10,사모아,11
2023,10,사우디아라비아,439
2023,10,산마리노,2
2023,10,상투메프린시페,2
2023,10,세네갈,97
2023,10,세르비아,45
2023,10,세르비아몬테네그로,1
2023,10,세이셸,4
2023,10,세인트루시아,4
2023,10,세인트빈센트그레나딘,4
2023,10,세인트크리스토퍼네비스,13
2023,10,소말리아,4
2023,10,솔로몬군도,1
2023,10,수단,32
2023,10,수리남,7
2023,10,스리랑카,2162
2023,10,스발바르,1
2023,10,스웨덴,761
2023,10,스위스,597
2023,10,스페인,1121
2023,10,슬로바크,57
2023,10,슬로베니아,77
2023,10,시리아,75
2023,10,시에라리온,13
2023,10,싱가포르,8612
2023,10,아랍에미리트연합,326
2023,10,아르메니아,9
2023,10,아르헨티나,358
2023,10,아이슬란드,19
2023,10,아이티,8
2023,10,아일랜드,327
2023,10,아제르바이잔,63
2023,10,아프가니스탄,72
2023,10,알바니아,42
2023,10,알제리,71
2023,10,앙골라,16
2023,10,앤티카바부다,3
2023,10,에리트레아,2
2023,10,에스와티니,10
2023,10,에스토니아,50
2023,10,에콰도르,103
2023,10,에티오피아,75
2023,10,엘살바도르,33
2023,10,영국,3268
2023,10,영국외지민,132
2023,10,영국외지시민,2
2023,10,예멘공화국,36
2023,10,오만,61
2023,10,오스트레일리아,6822
2023,10,오스트리아,476
2023,10,온두라스,50
2023,10,요르단,164
2023,10,우간다,83
2023,10,우루과이,26
2023,10,우즈베키스탄,5981
2023,10,우크라이나,311
2023,10,유고슬라비아,1
2023,10,이라크,246
2023,10,이란,824
2023,10,이스라엘,228
2023,10,이집트,457
2023,10,이탈리아,1244
2023,10,인도,3434
2023,10,인도네시아,9236
2023,10,일본,19408
2023,10,자메이카,31
2023,10,자이르,7
2023,10,잠비아,19
2023,10,적도기니,1
2023,10,조지아,48
2023,10,중국,93379
2023,10,중앙아프리카공화국,4
2023,10,지부티,5
2023,10,짐바브웨,33
2023,10,체코,209
2023,10,칠레,241
2023,10,카메룬,84
2023,10,카자흐스탄,13679
2023,10,카타르,79
2023,10,캄보디아,3462
2023,10,캐나다,7698
2023,10,케냐,78
2023,10,코모로,4
2023,10,코소보,2
2023,10,코스타리카,81
2023,10,코트디부아르,54
2023,10,콜롬비아,284
2023,10,콩고,12
2023,10,콩고민주공화국,129
2023,10,쿠바,4
2023,10,쿠웨이트,111
2023,10,크로아티아,83
2023,10,키르기즈,1058
2023,10,키리바시,9
2023,10,키프로스,28
2023,10,타이,164577
2023,10,타이완,13658
2023,10,타지키스탄,1167
2023,10,탄자니아,100
2023,10,토고,9
2023,10,통가,6
2023,10,투르크메니스탄,207
2023,10,투발루,2
2023,10,튀니지,169
2023,10,튀르키예,1434
2023,10,트리니다드토바고,7
2023,10,티모르민주공화국,280
2023,10,파나마,42
2023,10,파라과이,174
2023,10,파키스탄,2534
2023,10,파푸아뉴기니,23
2023,10,팔라우,11
2023,10,팔레스타인,14
2023,10,페루,553
2023,10,포르투갈,242
2023,10,폴란드,704
2023,10,프랑스,6482
2023,10,피지,46
2023,10,핀란드,269
2023,10,필리핀,18655
2023,10,한국계중국인,11498
2023,10,헝가리,239
2023,10,홍콩,6616
2023,10,홍콩거주난민,13
2023,11,가나,352
2023,11,가봉,15
2023,11,가이아나,3
2023,11,감비아,6
2023,11,과테말라,79
2023,11,국적불명,13
2023,11,국제연합,28
2023,11,국제연합 전문기구,15
2023,11,그레나다,2
2023,11,그리스,196
2023,11,기니,10
2023,11,기니비사우,3
2023,11,나우루,4
2023,11,나이지리아,3
2023,11,남수단공화국,388
2023,11,남아프리카공화국,1
2023,11,네덜란드,306
2023,11,네팔,1068
2023,11,노르웨이,2708
2023,11,뉴질랜드,374
2023,11,니제르,1712
2023,11,니카라과,4
2023,11,덴마크,22
2023,11,도미니카공화국,491
2023,11,도미니카연방,69
2023,11,독일,14
2023,11,라오스,4350
2023,11,라이베리아,1131
2023,11,라트비아,53
2023,11,러시아(연방),64
2023,11,레바논,15065
2023,11,레소토,27
2023,11,루마니아,2
2023,11,룩셈부르크,433
2023,11,르완다,26
2023,11,리비아,57
2023,11,리투아니아,212
2023,11,마다가스카르,142
2023,11,마샬군도,4
2023,11,마카오,26
2023,11,말라위,21
2023,11,말레이시아,446
2023,11,말리,6
2023,11,멕시코,9822
2023,11,모로코,23
2023,11,모리셔스,814
2023,11,모리타니,2
2023,11,모잠비크,246
2023,11,몬테네그로,20
2023,11,몰도바,5
2023,11,몰타,11
2023,11,몽골,4
2023,11,무국적,40
2023,11,미국,9
2023,11,미얀마,24
2023,11,미이크로네시아,22751
2023,11,바누아투,36
2023,11,바레인,96929
2023,11,바베이도스,2637
2023,11,바하마,18
2023,11,방글라데시,3
2023,11,베냉,27
2023,11,베네수엘라,3
2023,11,베트남,2
2023,11,벨기에,3620
2023,11,벨라루스,11
2023,11,벨리즈,70
2023,11,보츠와나,49115
2023,11,볼리비아,701
2023,11,부룬디,67
2023,11,부르키나파소,7
2023,11,부탄,3
2023,11,북마케도니아,7
2023,11,불가리아,44
2023,11,브라질,57
2023,11,브루나이,16
2023,11,사모아,17
2023,11,사우디아라비아,6
2023,11,산마리노,94
2023,11,상투메프린시페,1164
2023,11,세네갈,151
2023,11,세르비아,11
2023,11,세르비아몬테네그로,439
2023,11,세이셸,2
2023,11,세인트크리스토퍼네비스,2
2023,11,소말리아,97
2023,11,수단,45
2023,11,수리남,1
2023,11,스리랑카,4
2023,11,스발바르,4
2023,11,스웨덴,4
2023,11,스위스,13
2023,11,스페인,4
2023,11,슬로바크,1
2023,11,슬로베니아,32
2023,11,시리아,7
2023,11,시에라리온,2162
2023,11,싱가포르,1
2023,11,아랍에미리트연합,761
2023,11,아르메니아,597
2023,11,아르헨티나,1121
2023,11,아이슬란드,57
2023,11,아이티,77
2023,11,아일랜드,75
2023,11,아제르바이잔,13
2023,11,아프가니스탄,8612
2023,11,알바니아,326
2023,11,알제리,9
2023,11,앙골라,358
2023,11,에리트레아,19
2023,11,에스와티니,8
2023,11,에스토니아,327
2023,11,에콰도르,63
2023,11,에티오피아,72
2023,11,엘살바도르,42
2023,11,영국,71
2023,11,영국외지민,16
2023,11,예멘공화국,3
2023,11,오만,2
2023,11,오스트레일리아,10
2023,11,오스트리아,50
2023,11,온두라스,103
2023,11,요르단,75
2023,11,우간다,33
2023,11,우루과이,3268
2023,11,우즈베키스탄,132
2023,11,우크라이나,2
2023,11,유고슬라비아,36
2023,11,이라크,61
2023,11,이란,6822
2023,11,이스라엘,476
2023,11,이집트,50
2023,11,이탈리아,164
2023,11,인도,83
2023,11,인도네시아,26
2023,11,일본,5981
2023,11,자메이카,311
2023,11,자이르,1
2023,11,잠비아,246
2023,11,적도기니,824
2023,11,조지아,228
2023,11,중국,457
2023,11,중앙아프리카공화국,1244
2023,11,지부티,3434
2023,11,짐바브웨,9236
2023,11,체코,19408
2023,11,칠레,31
2023,11,카메룬,7
2023,11,카자흐스탄,19
2023,11,카타르,1
2023,11,캄보디아,48
2023,11,캐나다,93379
2023,11,케냐,4
2023,11,코모로,5
2023,11,코소보,33
2023,11,코스타리카,209
2023,11,코트디부아르,241
2023,11,콜롬비아,84
2023,11,콩고,13679
2023,11,콩고민주공화국,79
2023,11,쿠바,3462
2023,11,쿠웨이트,7698
2023,11,크로아티아,78
2023,11,키르기즈,4
2023,11,키프로스,2
2023,11,타이,81
2023,11,타이완,54
2023,11,타지키스탄,284
2023,11,탄자니아,12
2023,11,토고,129
2023,11,통가,4
2023,11,투르크메니스탄,111
2023,11,튀니지,83
2023,11,튀르키예,1058
2023,11,트리니다드토바고,9
2023,11,티모르민주공화국,28
2023,11,파나마,164577
2023,11,파라과이,13658
2023,11,파키스탄,1167
2023,11,파푸아뉴기니,100
2023,11,팔라우,9
2023,11,팔레스타인,6
2023,11,페루,207
2023,11,포르투갈,2
2023,11,폴란드,169
2023,11,프랑스,1434
2023,11,피지,7
2023,11,핀란드,280
2023,11,필리핀,42
2023,11,한국계중국인,174
2023,11,헝가리,2534
2023,11,홍콩,23
2023,11,홍콩거주난민,11
2023,12,가나,320
2023,12,가봉,12
2023,12,가이아나,2
2023,12,감비아,6
2023,12,과테말라,61
2023,12,국적불명,9
2023,12,국제연합,17
2023,12,국제연합 전문기구,2
2023,12,그레나다,4
2023,12,그리스,110
2023,12,기니,8
2023,12,기니비사우,5
2023,12,나우루,3
2023,12,나이지리아,370
2023,12,남수단공화국,2
2023,12,남아프리카공화국,481
2023,12,네덜란드,732
2023,12,네팔,2706
2023,12,노르웨이,164
2023,12,뉴질랜드,2369
2023,12,니제르,2
2023,12,니카라과,13
2023,12,덴마크,151
2023,12,도미니카공화국,44
2023,12,도미니카연방,7
2023,12,독일,2377
2023,12,라오스,1135
2023,12,라이베리아,52
2023,12,라트비아,30
2023,12,러시아(연방),13201
2023,12,레바논,18
2023,12,레소토,2
2023,12,루마니아,163
2023,12,룩셈부르크,42
2023,12,르완다,15
2023,12,리비아,159
2023,12,리투아니아,51
2023,12,리히텐슈타인,1
2023,12,마다가스카르,8
2023,12,마샬군도,18
2023,12,마카오,528
2023,12,말라위,4
2023,12,말레이시아,7863
2023,12,말리,19
2023,12,멕시코,597
2023,12,모나코,6
2023,12,모로코,242
2023,12,모리셔스,19
2023,12,모리타니,4
2023,12,모잠비크,5
2023,12,몬테네그로,7
2023,12,몰도바,7
2023,12,몰디브,2
2023,12,몰타,15
2023,12,몽골,22379
2023,12,무국적,38
2023,12,미국,81957
2023,12,미얀마,2808
2023,12,미이크로네시아,12
2023,12,바누아투,2
2023,12,바레인,2
2023,12,바베이도스,2
2023,12,바하마,1
2023,12,방글라데시,3697
2023,12,베냉,9
2023,12,베네수엘라,60
2023,12,베트남,43781
2023,12,벨기에,281
2023,12,벨라루스,57
2023,12,벨리즈,2
2023,12,보스니아-헤르체고비나,1
2023,12,보츠와나,12
2023,12,볼리비아,23
2023,12,부룬디,7
2023,12,부르키나파소,8
2023,12,부탄,14
2023,12,북마케도니아,5
2023,12,불가리아,42
2023,12,브라질,1125
2023,12,브루나이,298
2023,12,사모아,8
2023,12,사우디아라비아,363
2023,12,산마리노,1
2023,12,상투메프린시페,2
2023,12,세네갈,16
2023,12,세르비아,22
2023,12,세르비아몬테네그로,1
2023,12,세이셸,3
2023,12,세인트크리스토퍼네비스,9
2023,12,소말리아,5
2023,12,수단,32
2023,12,수리남,6
2023,12,스리랑카,2112
2023,12,스발바르,1
2023,12,스웨덴,393
2023,12,스위스,395
2023,12,스페인,559
2023,12,슬로바크,70
2023,12,슬로베니아,18
2023,12,시리아,52
2023,12,시에라리온,13
2023,12,싱가포르,9709
2023,12,아랍에미리트연합,333
2023,12,아르메니아,5
2023,12,아르헨티나,373
2023,12,아이슬란드,5
2023,12,아이티,12
2023,12,아일랜드,175
2023,12,아제르바이잔,35
2023,12,아프가니스탄,77
2023,12,알바니아,30
2023,12,알제리,69
2023,12,앙골라,9
2023,12,앤티카바부다,12
2023,12,에리트레아,2
2023,12,에스와티니,15
2023,12,에스토니아,33
2023,12,에콰도르,85
2023,12,에티오피아,64
2023,12,엘살바도르,15
2023,12,영국,2268
2023,12,영국외지민,126
2023,12,예멘공화국,41
2023,12,오만,27
2023,12,오스트레일리아,11231
2023,12,오스트리아,205
2023,12,온두라스,38
2023,12,요르단,126
2023,12,우간다,48
2023,12,우루과이,33
2023,12,우즈베키스탄,5110
2023,12,우크라이나,202
2023,12,유고슬라비아,1
2023,12,이라크,145
2023,12,이란,733
2023,12,이스라엘,113
2023,12,이집트,413
2023,12,이탈리아,1147
2023,12,인도,2344
2023,12,인도네시아,12642
2023,12,일본,30263
2023,12,자메이카,25
2023,12,자이르,7
2023,12,잠비아,8
2023,12,적도기니,1
2023,12,조지아,17
2023,12,중국,109443
2023,12,중앙아프리카공화국,4
2023,12,지부티,3
2023,12,짐바브웨,25
2023,12,체코,102
2023,12,칠레,162
2023,12,카메룬,53
2023,12,카보베르데,2
2023,12,카자흐스탄,12368
2023,12,카타르,89
2023,12,캄보디아,3107
2023,12,캐나다,5734
2023,12,케냐,65
2023,12,코소보,1
2023,12,코스타리카,52
2023,12,코트디부아르,45
2023,12,콜롬비아,212
2023,12,콩고,9
2023,12,콩고민주공화국,27
2023,12,쿠바,3
2023,12,쿠웨이트,87
2023,12,크로아티아,54
2023,12,키르기즈,864
2023,12,키프로스,20
2023,12,타이,162053
2023,12,타이완,15446
2023,12,타지키스탄,1064
2023,12,탄자니아,30
2023,12,토고,5
2023,12,통가,4
2023,12,투르크메니스탄,213
2023,12,투발루,1
2023,12,튀니지,88
2023,12,튀르키예,1173
2023,12,트리니다드토바고,11
2023,12,티모르민주공화국,190
2023,12,파나마,35
2023,12,파라과이,140
2023,12,파키스탄,2533
2023,12,파푸아뉴기니,9
2023,12,팔라우,10
2023,12,팔레스타인,8
2023,12,페루,512
2023,12,포르투갈,125
2023,12,폴란드,290
2023,12,프랑스,2907
2023,12,피지,33
2023,12,핀란드,147
2023,12,필리핀,15394
2023,12,한국계중국인,8615
2023,12,헝가리,93
2023,12,홍콩,8724
2023,12,홍콩거주난민,13
2024,01,가나,313
2024,01,가봉,12
2024,01,가이아나,3
2024,01,감비아,8
2024,01,과테말라,53
2024,01,국적불명,12
2024,01,국제연합,19
2024,01,국제연합 전문기구,1
2024,01,그레나다,6
2024,01,그리스,140
2024,01,기니,8
2024,01,기니비사우,5
2024,01,나우루,3
2024,01,나이지리아,414
2024,01,남수단공화국,3
2024,01,남아프리카공화국,260
2024,01,네덜란드,469
2024,01,네팔,3040
2024,01,노르웨이,219
2024,01,뉴질랜드,1194
2024,01,니제르,2
2024,01,니카라과,12
2024,01,덴마크,181
2024,01,도미니카공화국,57
2024,01,도미니카연방,7
2024,01,독일,1948
2024,01,라오스,1007
2024,01,라이베리아,54
2024,01,라트비아,56
2024,01,러시아(연방),11750
2024,01,레바논,15
2024,01,레소토,3
2024,01,루마니아,121
2024,01,룩셈부르크,16
2024,01,르완다,10
2024,01,리비아,158
2024,01,리투아니아,42
2024,01,리히텐슈타인,2
2024,01,마다가스카르,5
2024,01,마샬군도,16
2024,01,마카오,236
2024,01,말라위,10
2024,01,말레이시아,5403
2024,01,말리,20
2024,01,멕시코,490
2024,01,모로코,211
2024,01,모리셔스,14
2024,01,모리타니,4
2024,01,모잠비크,5
2024,01,몬테네그로,10
2024,01,몰도바,10
2024,01,몰디브,2
2024,01,몰타,11
2024,01,몽골,21641
2024,01,무국적,37
2024,01,미국,76304
2024,01,미얀마,2286
2024,01,미이크로네시아,20
2024,01,바누아투,7
2024,01,바레인,3
2024,01,바베이도스,1
2024,01,바하마,1
2024,01,방글라데시,3503
2024,01,베냉,8
2024,01,베네수엘라,58
2024,01,베트남,37582
2024,01,벨기에,221
2024,01,벨라루스,59
2024,01,벨리즈,2
2024,01,보스니아-헤르체고비나,17
2024,01,보츠와나,6
2024,01,볼리비아,50
2024,01,부룬디,8
2024,01,부르키나파소,8
2024,01,부탄,6
2024,01,북마케도니아,9
2024,01,불가리아,42
2024,01,브라질,1036
2024,01,브루나이,118
2024,01,사모아,7
2024,01,사우디아라비아,139
2024,01,산마리노,1
2024,01,상투메프린시페,2
2024,01,세네갈,22
2024,01,세르비아,33
2024,01,세르비아몬테네그로,1
2024,01,세이셸,3
2024,01,세인트크리스토퍼네비스,16
2024,01,소말리아,7
2024,01,수단,34
2024,01,수리남,4
2024,01,스리랑카,2034
2024,01,스발바르,1
2024,01,스웨덴,369
2024,01,스위스,421
2024,01,스페인,457
2024,01,슬로바크,81
2024,01,슬로베니아,44
2024,01,시리아,62
2024,01,시에라리온,13
2024,01,싱가포르,2041
2024,01,아랍에미리트연합,284
2024,01,아르메니아,8
2024,01,아르헨티나,432
2024,01,아이슬란드,14
2024,01,아이티,12
2024,01,아일랜드,138
2024,01,아제르바이잔,29
2024,01,아프가니스탄,66
2024,01,알바니아,28
2024,01,알제리,75
2024,01,앙골라,12
2024,01,앤티카바부다,1
2024,01,에리트레아,2
2024,01,에스와티니,13
2024,01,에스토니아,43
2024,01,에콰도르,65
2024,01,에티오피아,61
2024,01,엘살바도르,18
2024,01,영국,1721
2024,01,영국외지민,52
2024,01,예멘공화국,38
2024,01,오만,34
2024,01,오스트레일리아,5250
2024,01,오스트리아,190
2024,01,온두라스,31
2024,01,요르단,111
2024,01,우간다,49
2024,01,우루과이,28
2024,01,우즈베키스탄,4535
2024,01,우크라이나,283
2024,01,유고슬라비아,1
2024,01,이라크,151
2024,01,이란,733
2024,01,이스라엘,162
2024,01,이집트,407
2024,01,이탈리아,723
2024,01,인도,2120
2024,01,인도네시아,7047
2024,01,일본,15018
2024,01,자메이카,28
2024,01,자이르,7
2024,01,잠비아,9
2024,01,적도기니,1
2024,01,조지아,29
2024,01,중국,110195
2024,01,중앙아프리카공화국,4
2024,01,지부티,3
2024,01,짐바브웨,32
2024,01,체코,169
2024,01,칠레,230
2024,01,카메룬,43
2024,01,카보베르데,5
2024,01,카자흐스탄,12126
2024,01,카타르,39
2024,01,캄보디아,2463
2024,01,캐나다,4942
2024,01,케냐,52
2024,01,코소보,1
2024,01,코스타리카,41
2024,01,코트디부아르,44
2024,01,콜롬비아,157
2024,01,콩고,20
2024,01,콩고민주공화국,21
2024,01,쿠바,5
2024,01,쿠웨이트,125
2024,01,크로아티아,78
2024,01,키르기즈,740
2024,01,키프로스,23
2024,01,타이,156184
2024,01,타이완,18206
2024,01,타지키스탄,955
2024,01,탄자니아,28
2024,01,토고,5
2024,01,통가,4
2024,01,투르크메니스탄,205
2024,01,튀니지,74
2024,01,튀르키예,1138
2024,01,트리니다드토바고,7
2024,01,티모르민주공화국,213
2024,01,파나마,19
2024,01,파라과이,151
2024,01,파키스탄,2532
2024,01,파푸아뉴기니,12
2024,01,팔라우,8
2024,01,팔레스타인,5
2024,01,페루,512
2024,01,포르투갈,134
2024,01,폴란드,339
2024,01,프랑스,1865
2024,01,피지,22
2024,01,핀란드,175
2024,01,필리핀,11064
2024,01,한국계중국인,9120
2024,01,헝가리,101
2024,01,홍콩,2881
2024,01,홍콩거주난민,13
2024,02,가나,289
2024,02,가봉,19
2024,02,가이아나,3
2024,02,감비아,7
2024,02,과테말라,64
2024,02,국적불명,8
2024,02,국제연합,18
2024,02,국제연합 전문기구,1
2024,02,그레나다,2
2024,02,그리스,60
2024,02,기니,13
2024,02,기니비사우,4
2024,02,나우루,3
2024,02,나이지리아,371
2024,02,남아프리카공화국,280
2024,02,네덜란드,427
2024,02,네팔,3086
2024,02,노르웨이,116
2024,02,뉴질랜드,804
2024,02,니제르,3
2024,02,니카라과,11
2024,02,덴마크,164
2024,02,도미니카공화국,52
2024,02,도미니카연방,4
2024,02,독일,1962
2024,02,라오스,1263
2024,02,라이베리아,56
2024,02,라트비아,60
2024,02,러시아(연방),10948
2024,02,레바논,12
2024,02,레소토,1
2024,02,루마니아,115
2024,02,룩셈부르크,16
2024,02,르완다,30
2024,02,리비아,147
2024,02,리투아니아,64
2024,02,리히텐슈타인,3
2024,02,마다가스카르,14
2024,02,마샬군도,14
2024,02,마카오,64
2024,02,말라위,6
2024,02,말레이시아,3341
2024,02,말리,21
2024,02,멕시코,568
2024,02,모로코,223
2024,02,모리셔스,12
2024,02,모리타니,4
2024,02,모잠비크,7
2024,02,몬테네그로,11
2024,02,몰도바,15
2024,02,몰디브,1
2024,02,몰타,11
2024,02,몽골,19344
2024,02,무국적,35
2024,02,미국,74769
2024,02,미얀마,2589
2024,02,미이크로네시아,16
2024,02,바누아투,3
2024,02,바레인,2
2024,02,바베이도스,2
2024,02,바하마,2
2024,02,방글라데시,3671
2024,02,베냉,10
2024,02,베네수엘라,46
2024,02,베트남,36474
2024,02,벨기에,215
2024,02,벨라루스,53
2024,02,벨리즈,3
2024,02,보스니아-헤르체고비나,2
2024,02,보츠와나,5
2024,02,볼리비아,22
2024,02,부룬디,53
2024,02,부르키나파소,7
2024,02,부탄,7
2024,02,북마케도니아,3
2024,02,불가리아,49
2024,02,브라질,774
2024,02,브루나이,84
2024,02,사모아,6
2024,02,사우디아라비아,145
2024,02,산마리노,1
2024,02,상투메프린시페,2
2024,02,세네갈,16
2024,02,세르비아,14
2024,02,세르비아몬테네그로,1
2024,02,세이셸,1
2024,02,세인트크리스토퍼네비스,8
2024,02,소말리아,4
2024,02,수단,33
2024,02,수리남,4
2024,02,스리랑카,1986
2024,02,스발바르,1
2024,02,스웨덴,229
2024,02,스위스,240
2024,02,스페인,479
2024,02,슬로바크,48
2024,02,슬로베니아,26
2024,02,시리아,64
2024,02,시에라리온,13
2024,02,싱가포르,901
2024,02,아랍에미리트연합,208
2024,02,아르메니아,8
2024,02,아르헨티나,281
2024,02,아이슬란드,4
2024,02,아이티,11
2024,02,아일랜드,103
2024,02,아제르바이잔,46
2024,02,아프가니스탄,63
2024,02,안도라,1
2024,02,알바니아,22
2024,02,알제리,59
2024,02,앙골라,10
2024,02,에리트레아,2
2024,02,에스와티니,7
2024,02,에스토니아,36
2024,02,에콰도르,78
2024,02,에티오피아,68
2024,02,엘살바도르,11
2024,02,영국,1156
2024,02,영국외지민,19
2024,02,예멘공화국,39
2024,02,오만,12
2024,02,오스트레일리아,3034
2024,02,오스트리아,134
2024,02,온두라스,30
2024,02,요르단,101
2024,02,우간다,57
2024,02,우루과이,21
2024,02,우즈베키스탄,4842
2024,02,우크라이나,240
2024,02,유고슬라비아,1
2024,02,이라크,163
2024,02,이란,719
2024,02,이스라엘,82
2024,02,이집트,358
2024,02,이탈리아,510
2024,02,인도,1842
2024,02,인도네시아,5592
2024,02,일본,5889
2024,02,자메이카,23
2024,02,자이르,7
2024,02,잠비아,9
2024,02,적도기니,2
2024,02,조지아,24
2024,02,중국,73547
2024,02,중앙아프리카공화국,4
2024,02,지부티,4
2024,02,짐바브웨,24
2024,02,체코,140
2024,02,칠레,132
2024,02,카메룬,44
2024,02,카보베르데,1
2024,02,카자흐스탄,11785
2024,02,카타르,25
2024,02,캄보디아,2438
2024,02,캐나다,4325
2024,02,케냐,64
2024,02,코소보,2
2024,02,코스타리카,39
2024,02,코트디부아르,45
2024,02,콜롬비아,175
2024,02,콩고,9
2024,02,콩고민주공화국,22
2024,02,쿠바,3
2024,02,쿠웨이트,23
2024,02,크로아티아,46
2024,02,키르기즈,765
2024,02,키프로스,13
2024,02,타이,153385
2024,02,타이완,1973
2024,02,타지키스탄,968
2024,02,탄자니아,29
2024,02,토고,6
2024,02,통가,5
2024,02,투르크메니스탄,198
